smile id
Cc1ccc2cc(ccc2n1)C(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000448255086
Cc1ccc(c(c1)c2nc(on2)c3cc(=O)c4ccc(cc4o3)F)Cl ZINC001217655738
c1ccc2c(c1)c3ccc(cc3o2)NC(=O)c4ccc(nc4)c5n[n-]nn5 ZINC000738175959
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)NCc4ccc5c(c4)cccn5 ZINC000194260617
c1ccc2c(c1)c(ccn2)c3nc(on3)c4ccc5c(c4)ccc(=O)[nH]5 ZINC001217433024
c1ccc2c(c1)c3ccc(cc3o2)C(=O)Nc4ccc(cc4)n5cncn5 ZINC001322039722
c1cc2c(cc1c3nc(no3)c4ccc(c5c4C(=O)CC5)F)[nH]nc2N ZINC001217472126
Cc1c2ccc3ccccc3c2oc1C(=O)N[C@@H]4[C@@H]5[C@H]4c6ccccc6C5 ZINC000478551288
Cc1cn(nc1NC(=O)c2ccc3c(c2)c(c([nH]3)C)C)c4ccccc4 ZINC000592803062
Cc1ccc2c(c1)C[C@H](CC2)[NH2+][C@@H]3CCN(C3)c4c5ccccc5ncn4 ZINC001172829639
c1ccc2c(c1)C[C@@H]3[C@@H]2[C@@H]3C(=O)N4CCC(=CC4)c5c[nH]c6c5cccc6 ZINC000623622572
c1ccc2c(c1)C(=O)c3ccc(c(c3C2=O)O[C@H]4C[C@H]5CC[C@H]4[NH2+]C5)O ZINC001218464065
Cc1c2ccc3ccccc3c2oc1C(=O)Nc4ccc5c(c4)C(=O)NC5 ZINC000058747970
c1cc2cnccc2cc1c3nc(on3)c4cc5cc(ccc5o4)Cl ZINC001217156684
C[C@@H]1CN(C[C@H]1CNC(=O)[C@@H]2[C@@H]3[C@H]2[C@H]4CC[C@@H]3C4)C(=O)C5[C@H]6[C@H]5CCC6 ZINC000994176846
COc1ccc2c(c1)OCC(=C2)c3nc(no3)c4ccc5ccncc5c4 ZINC001205960902
[H]/N=c/1\c(cc2c3ccccc3ccc2o1)C(=O)Nc4ccc(cc4)Cl ZINC000004772233
C[C@H]1c2ccccc2C3(O1)CCN(CC3)c4ccc5cc(ccc5n4)F ZINC001158750827
c1ccc2c(c1)C[C@@H]3[C@@H]2[C@@H]3CNC(=O)CC45C[C@H]6C[C@H](C4)CC(C6)(C5)O ZINC000486750029
c1cc(cc2c1ccnc2)c3nc(on3)c4cc5cc(ccc5o4)O ZINC001217582649
c1cc2cc(ccc2nc1)c3nc(on3)c4cc(=O)c5ccc(cc5o4)F ZINC000809337940
Cc1ccc2c(c1)cc([nH]2)c3nc(no3)c4ccc(c5c4C(=O)CC5)F ZINC001217151868
c1cc(cc2c1ccnc2)c3nc(no3)c4ccc(c5c4C(=O)CC5)F ZINC001217512638
Cc1c2ccccc2nc(c1c3nc(no3)c4ccc5ccncc5c4)C ZINC001217662849
Cc1cccc(c1)c2cc(cnc2)C(=O)Nc3ccn(n3)c4ccccc4 ZINC000493312417
C1C[C@@H]2C=C[C@@H]1C[C@@H]2CNC(=O)NC34C[C@H]5C[C@H](C3)CC(C5)(C4)O ZINC000333670664
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)C(=O)Nc4ccc5c(c4)cccn5 ZINC000128863564
Cc1ccc(cc1)n2ccc(n2)NC(=O)N[C@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001219331851
Cc1cc2cccnc2c(c1)c3ccc(cc3)C(=O)Nc4ccccc4 ZINC001240046968
Cc1ccc2c(n1)cc(o2)c3nc(no3)c4ccc(c5c4C(=O)CC5)F ZINC001217691884
c1ccc2c(c1)c3ccc(cc3o2)C(=O)Nc4ccn(n4)c5ccncc5 ZINC001323619237
c1ccnc(c1)c2[nH]nc(n2)NC(=O)c3ccc4c(c3)c5c([nH]4)CCCC5 ZINC000047343210
c1ccc(cc1)NC(=O)c2ccc(cc2)c3ccc4c(c3)ccc(=O)[nH]4 ZINC001244236716
c1cc(cc(c1)F)Cc2[nH]nc(n2)NC(=O)c3ccc4c(c3)CCC=C4 ZINC001289505688
Cc1ccc2ccnc(c2c1)NC(=O)c3cc(n[nH]3)c4ccc(c(c4)C)C ZINC001144063946
c1cc2c(cc1c3nc(on3)c4cc5cc(ccc5o4)O)C(=O)CCC2 ZINC001217580851
C[C@@H]1CN(C[C@H]1CNC(=O)C2[C@H]3[C@H]2CCC3)C(=O)[C@@H]4[C@@H]5[C@H]4[C@H]6CC[C@@H]5C6 ZINC000993870233
Cc1cn(nc1NC(=O)c2ccc3c(c2)CCCCC3=O)c4ccccc4 ZINC000685718568
Cc1c([nH]c2c1cc(cc2)C(=O)NC[C@@H]3[C@H]4[C@H]3c5ccccc5C4)C ZINC000488727222
Cc1c([nH]c2c1cc(cc2)C(=O)Nc3ccc(cc3)c4nc(c(o4)C)C)C ZINC000614427546
Cc1cccc(c1F)c2nc(on2)c3cc(=O)c4ccc(cc4o3)Cl ZINC001217479844
c1ccc2c(c1)c3ccc(cc3o2)C(=O)Nc4cc([nH]n4)c5cccnc5 ZINC001323139601
c1cc2cc(oc2c(c1)F)C(=O)Nc3cc([nH]n3)[C@@H]4C[C@H]5CC[C@H]4C5 ZINC000608368102
Cc1ccc2cc(ccc2n1)C(=O)NC[C@@H]3[C@H]4[C@H]3c5ccccc5C4 ZINC000448255083
c1ccc(c(c1)c2[nH]nc(n2)NC(=O)c3ccc4c(c3)CCC=C4)F ZINC001638237113
C[C@]12CC[C@@H](C1(C)C)C[C@H]2NC(=O)NCCc3cn(c4c3cccc4)C ZINC001682332544
Cn1ccc2c1ccc(c2)c3nc(on3)c4cc5ccc(cc5nc4)OC ZINC001217548721
C1C[C@H]2C[C@@H]1[C@H]3[C@@H]2[C@@H]3C(=O)NCC4[C@H]5[C@H]4CN(C5)C(=O)[C@H]6CC67CC7 ZINC001009190711
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)Nc4ccc(cc4)c5ccn[nH]5 ZINC000124797438
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)N[C@@H]4CCCc5c4ccc(=O)[nH]5 ZINC000426013306
Cc1cc(c2c(c1)c(=O)c(c[nH]2)C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C)C ZINC001306745231
c1ccc(cc1)n2ccc(n2)NC(=O)c3cc4c5ccccc5ccc4[nH]3 ZINC000512719999
Cc1c([nH]c2c1cc(cc2)C(=O)Nc3nc([nH]n3)c4ccccc4F)C ZINC000598914720
c1cc2c3c(ccc(c3c1)NC(=O)c4ccc5c(c4)ccc(=O)o5)CC2 ZINC001150999317
Cc1c2cc(ccc2n[nH]1)c3nc(no3)c4ccc(c5c4C(=O)CC5)F ZINC001217576130
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)Nc4ccc(cc4)c5ccccn5 ZINC000562114378
Cc1ccc2c(c1)c(c[nH]2)c3nc(no3)c4ccc(c5c4C(=O)CC5)F ZINC001217458579
COc1ccc2c(c1)[nH]cc2c3nc(no3)c4ccc5ccncc5c4 ZINC001217522599
c1ccc(cc1)c2cc(on2)c3nc(no3)c4ccc5cnccc5c4 ZINC001212788801
Cc1ccc(c(c1)C)c2nc(on2)c3cc(=O)c4ccc(cc4o3)Cl ZINC001217480272
COc1ccc2c(c1)cc([nH]2)c3nc(no3)c4ccc5ccncc5c4 ZINC001217277474
Cc1ccc2c(c1)n(cc2CCNC(=O)N[C@@H]3[C@@H]4[C@H]3c5ccccc5C4)C ZINC000444116174
c1cc(cc2c1ccnc2)c3nc(no3)c4ccc(cn4)C(F)(F)F ZINC001217512849
c1ccc(c(c1)c2[nH]nc(n2)NC(=O)c3ccc4c(c3)CCC=C4)Cl ZINC001125345847
c1cc2cnccc2cc1c3nc(on3)c4ccc5c(c4)[nH]nc5N ZINC001217472082
c1ccc(cc1)n2ccc(n2)NC(=O)c3ccc4c(c3)c5c([nH]4)CCCC5 ZINC000105715834
c1ccc2c(c1)c3ccc(cc3o2)NC(=O)c4ccc(cc4)C(F)F ZINC000726501582
C[C@]12CC[C@@H](C1(C)C)C[C@H]2NC(=O)Nc3ccc4ccn(c(=O)c4c3)C ZINC001476562936
Cc1ccc(cc1c2nc(on2)c3cc(=O)c4ccc(cc4o3)F)Cl ZINC000809406413
Cc1c(nc([nH]c1=O)c2ccc(nc2)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4)C ZINC000132395174
C[C@@H]1Cc2ccccc2CN1C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001477441206
Cc1cc(ccc1c2nc(on2)c3cc(=O)c4ccc(cc4o3)F)Cl ZINC001217655887
c1cc(cc2c1ccnc2)c3nc(on3)c4cc5cc(ccc5o4)F ZINC001217235521
Cc1ccc2c(c1)cc([nH]2)C(=O)Nc3c(cn(n3)c4c(cccn4)F)C ZINC000532590516
c1ccc(cc1)[C@@H]2C[C@H]2C(=O)Nc3ccc(cc3)c4cn5ccccc5[nH+]4 ZINC000000755099
CC1(CC(C1)NC(=O)NC[C@@H]2[C@H]3[C@@H]2c4ccccc4C3)c5ccccc5 ZINC000543069793
c1ccc2c(c1)c3ccc(cc3o2)C(=O)Nc4ccc(cc4)c5ncon5 ZINC001321891825
C1C[C@@H]2[C@@H](C1)C2C(=O)N3[C@@H]4CC[C@H]3[C@H](C4)NC(=O)[C@@H]5[C@@H]6[C@H]5[C@H]7CC[C@@H]6C7 ZINC000997632121
c1cc2c(nc1)[C@@H](CC2)Oc3ccc4c5ccc(cc5c(=O)oc4c3)O ZINC001229798136
c1ccc2cc(ccc2c1)c3nc(on3)c4cc(=O)c5cc(ccc5[nH]4)F ZINC001217442622
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)N[C@@H]4[C@@H]5CCO[C@H]5C46CCCC6 ZINC000246240315
c1ccc2c(c1)ccc(n2)c3nc(on3)c4ccc(cc4)C5CCOCC5 ZINC001217109515
Cc1ccn(n1)c2ccc(cc2)NC(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001671722741
Cc1cc(n2c(n1)cc(n2)NC(=O)c3ccc4c(c3)c5ccccc5o4)C ZINC001153939964
c1ccc2cc(ccc2c1)[C@@H]3C[C@H]3NC(=O)[C@@H]4[C@H]5[C@H]4c6ccccc6C5 ZINC000626828468
CC1(Oc2ccc(cc2O1)NC(=O)NC[C@@H]3[C@@H]4[C@@H]3c5ccccc5C4)C ZINC000426059993
Cc1cn(nc1NC(=O)NC[C@@H]2[C@@H]3[C@@H]2c4ccccc4C3)c5ccccc5 ZINC000124564726
c1ccc2cc(ccc2c1)c3nc(on3)c4cc(on4)c5cccnc5 ZINC000580739698
Cc1cc(ccc1n2cccn2)C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001353630993
Cc1ccnc2c1cc(cc2)C(=O)Nc3ccc(cc3)C4=NNC(=O)CC4 ZINC000556877883
C1C[C@@H]2C=C[C@@H]1C[C@@H]2CNC(=O)CC34C[C@H]5C[C@H](C3)CC(C5)(C4)O ZINC000421592951
Cc1c(cc2cc(ccc2n1)F)c3nc(no3)c4ccc5ccncc5c4 ZINC001217258602
c1cc(cc(c1)C(F)F)c2nc(on2)c3cc(=O)c4ccc(cc4o3)F ZINC000809479791
c1ccc2cc(ccc2c1)[C@@H]3C[C@H]3C(=O)NC[C@@H]4[C@H]5[C@@H]4c6ccccc6C5 ZINC000488691096
CC(C)(c1cccc(c1)F)C(=O)N[C@@H]2C[C@H]2c3cccc4c3cccc4 ZINC001128522297
Cc1ccc2c(c1)n(cc2CCNC(=O)N[C@@H]3[C@H]4[C@H]3c5ccccc5C4)C ZINC000444116172
c1cc2c(cc[nH]2)cc1c3nc(on3)c4cc(=O)c5ccc(cc5o4)F ZINC000809290161
C[C@]12CC[C@@H](C1(C)C)C[C@@H]2NC(=O)NC[C@H]3[C@@H](C3(C)C)c4ccccc4 ZINC001563605445
c1cc(cc2c1ccnc2)c3nc(on3)c4ccnc5c4ccc(c5)F ZINC001217454386
Cc1cc2cccnc2c(c1)c3nnc(o3)[C@H]4C[C@@H]4c5ccccc5 ZINC001254542556
CC(=O)N1CCc2c1cccc2NC(=O)[C@@H]3[C@H]4[C@H]3c5ccccc5C4 ZINC000626484972
COc1ccc(c(c1)c2nc(on2)c3ccc4ccncc4c3)Cl ZINC001217513285
c1ccc2c(c1)C[C@@H]3[C@@H]2[C@@H]3CNC(=O)N[C@@H]4C[C@H]4c5c(cccc5F)F ZINC000437542813
C[C@H](Cc1cncc2c1cccc2)C(=O)N[C@@H]3[C@@H]4[C@H]3c5ccccc5CC4 ZINC000501790523
C[C@@H]1CC(=O)NN=C1c2ccc(cc2)NC(=O)c3ccc4c(c3)CCC4 ZINC001198774674
Cc1c2ccc3ccccc3c2oc1C(=O)Nc4ccc5c(c4)[nH]c(=O)[nH]5 ZINC000015626313
c1ccc2c(c1)C[C@@H]3[C@@H]2[C@@H]3CNC(=O)N[C@@H]4CCCc5c4ccc(=O)[nH]5 ZINC000426013305
c1cc(cc2c1cc(o2)c3nc(no3)c4ccc(c5c4C(=O)CC5)F)F ZINC001217372087
c1ccc2cc(ccc2c1)[C@@H]3C[C@H]3NC(=O)Nc4cccc5c4COC5=O ZINC000808906074
CC(C)(CNC(=O)NC[C@@H]1[C@H]2[C@@H]1c3ccccc3C2)c4cccc(c4)F ZINC001468836648
Cc1c2ccc3ccccc3c2oc1C(=O)N[C@H]4Cc5cccc(c5C4)O ZINC000430494623
c1ccc2c(c1)c(ccn2)c3nc(on3)c4ccc5c(c4)ccc(=O)o5 ZINC001217268122
Cc1c(cc2ccc(cc2n1)F)C(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000488717266
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)N[C@@H]4C[C@H]4c5cccc(c5)F ZINC000195036179
Cn1ccc2ccc(cc2c1=O)NC(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000284815072
c1c([nH]nc1NC(=O)C23C[C@H]4C[C@H](C2)CC(C4)(C3)O)[C@@H]5C[C@H]6CC[C@H]5C6 ZINC001322145214
Cc1c([nH]c2c1cc(cc2)C(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4)C ZINC000488727227
c1cc(cc(c1)c2nc(on2)c3ccc4c(c3)[nH]nc4N)c5ccncc5 ZINC001217471946
c1ccc2c(c1)c3ccc(cc3o2)NC(=O)c4ccc5c(c4)[nH]c(=O)[nH]5 ZINC000043048985
Cc1c([nH]c2c1cc(cc2)C(=O)NC[C@@H]3[C@@H]4[C@H]3c5ccccc5C4)C ZINC000488727225
Cc1cn(nc1NC(=O)c2c(c3cccc(c3o2)F)C)c4ccccc4 ZINC000592698387
Cc1ccc2c(c1)ccc(n2)C[NH+]3C[C@H]4CN(C(=O)[C@H]4C3)c5ccccc5 ZINC001137214278
C1CC(C1)C[NH2+][C@H]2C[C@@H]3CC[C@@H]2N(C3)C(=O)[C@@H]4[C@@H]5[C@H]4[C@H]6CC[C@@H]5C6 ZINC001079114640
c1cc2cnccc2cc1c3nc(no3)c4ccc(c5c4C(=O)CC5)F ZINC001217175913
c1ccc2c(c1)c3ccc(cc3o2)C(=O)Nc4ccc(c(c4)F)C(=O)N ZINC001327116696
c1ccc2c(c1)C[C@H]3[C@H]2[C@@H]3CNC(=O)N[C@@H]4C[C@H]4c5c(cccc5F)F ZINC000437542815
C[C@@]12CC[C@H](C1(C)C)C[C@@H]2NC(=O)c3ccc4c(c3)NC(=O)CNC4=O ZINC000330300897
c1ccc2c(c1)cccc2c3[nH]nc(n3)NC(=O)[C@@H]4C[C@H]5CC[C@H]4[NH2+]C5 ZINC000563094295
c1cc(cc2c1ccnc2)c3nc(on3)c4cc5c([nH]4)cc(cc5F)F ZINC001217156789
Cc1c2ccc3ccccc3c2oc1C(=O)Nc4c5ccc(=O)[nH]c5[nH]n4 ZINC000646312392
c1ccc(cc1)n2cc(nn2)C(=O)N[C@@H]3C[C@H]3c4cccc5c4cccc5 ZINC000431135562
c1ccc(cc1)/C=C/C[NH+]2C[C@@H]3[C@H](C2)[C@H]3NC(=O)[C@@H]4[C@@H]5[C@H]4[C@H]6CC[C@@H]5C6 ZINC001026151233
c1cc(cnc1)c2cc(no2)c3nc(no3)c4ccc5cnccc5c4 ZINC001213806542
c1cc2c(cc1O)[nH]cc2c3nc(no3)c4ccc(c5c4C(=O)CC5)F ZINC001217562378
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)c4cc(no4)c5cccc(c5)F ZINC000532635890
c1ccc(cc1)n2ccc(n2)NC(=O)NC[C@@H]3[C@H]4[C@H]3c5ccccc5C4 ZINC000495159651
c1ccc2c(c1)cncc2c3nc(on3)c4ccc5c(c4)ccc(=O)o5 ZINC001217267212
c1ccc2c(c1)C=CC3(O2)CCN(CC3)C(=O)[C@@H]4[C@@H]5[C@H]4[C@H]6CC[C@@H]5C6 ZINC000826619512
c1ccc2c(c1)[C@H](CCC2=O)Oc3ccc4cc(c(=O)oc4c3)N=N#N ZINC001227836493
Cc1ccc(cc1C)C(=O)Nc2ccc(cc2)c3cn4ccccc4[nH+]3 ZINC000010321936
c1cc(cc2c1ccnc2)c3nc(on3)c4ccc5c(c4)[nH]nc5N ZINC001217472398
c1cc(cc2c1cc(nc2)c3ccc4c(c3)cnn4[C@H]5CCCCO5)F ZINC001242446406
C1C[C@@H]2[C@@H](C1)C2C(=O)N[C@@H]3C[C@H]4CC[C@@H]3N4C(=O)[C@@H]5[C@@H]6[C@H]5[C@H]7CC[C@@H]6C7 ZINC001001888751
c1ccc(cc1)n2ccc(n2)NC(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000120954643
Cc1c2ccc(cc2n[nH]1)c3nc(no3)c4ccc(c5c4C(=O)CC5)F ZINC001217575979
c1ccc2c(c1)C[C@@H]3[C@@H]2[C@@H]3CNC(=O)N4CC5(CCC5)c6c4cccc6 ZINC000479674720
[H]/N=c/1\c(cc2c3ccccc3ccc2o1)C(=O)Nc4ccccc4 ZINC000004141318
c1ccc2c(c1)C[C@@H]3[C@@H]2[C@@H]3C(=O)Nc4ccc(cc4)C5=NNC(=O)CC5 ZINC000625995174
Cc1cccc(n1)c2nc(on2)c3cc(=O)c4ccc(cc4o3)Cl ZINC001217480654
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)N[C@H]4CCc5cc(ccc5C4)O ZINC000683572291
COc1ccc(c(c1)Cl)c2nc(on2)c3ccc4ccncc4c3 ZINC001217512009
c1cc(cc2c1cc(o2)c3nc(no3)c4ccc5cnccc5c4)Cl ZINC001217484310
Cc1c2ccc3ccccc3c2oc1C(=O)N[C@H]4CC(=O)c5c4cccc5 ZINC000499034610
c1cc(cc2c1ccnc2)c3nc(on3)c4cc5ccc(cc5o4)Cl ZINC001217484389
c1ccc2c(c1)C[C@@H]3[C@@H]2[C@@H]3CNC(=O)NCc4ccc5c(c4)cccn5 ZINC000194260589
Cc1cnn(c1)c2ccc(cc2)C(=O)N[C@H](C)c3ccc4c(c3)CCCC4 ZINC001458722635
c1ccc2c(c1)C[C@@H]3[C@@H]2[C@@H]3C(=O)Nc4ccc5c(c4)c(=O)n6c(n5)CCC6 ZINC000629947055
c1cc2cnccc2cc1c3nc(on3)c4ccnc5c4ccc(c5)Cl ZINC001217424230
Cc1ccc2c(c1)nc(o2)c3ccc(cc3)NC(=O)c4ccc(c(c4)C)C ZINC000001209779
CC(C)c1ccc(cc1)c2nc(on2)c3cc(=O)c4ccc(cc4o3)F ZINC001217655881
Cc1ccc2c(c1)ccc(n2)N3CCC4(CC3)c5ccccc5[C@@H](O4)C ZINC001158743989
Cc1cccc(c1)NC2CCN(CC2)C(=O)[C@@H]3[C@H]4[C@H]3c5ccccc5C4 ZINC000625780975
C[C@H](Cc1cncc2c1cccc2)C(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000579626700
c1ccc2c(c1)c3ccc(cc3o2)C(=O)Nc4ccc5c(c4)C(=O)NCC5 ZINC001327156843
Cc1cc2c(cc(=O)[nH]c2c(c1)F)C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001354883619
c1cc(cc2c1ccnc2)c3nc(on3)c4c[nH]c5c4ccc(c5)Cl ZINC001217157369
Cc1cc2ccccc2nc1c3nc(on3)c4ccc(cc4O)N=N#N ZINC001216936611
c1cc2c(nc1)[C@H](CC2)Oc3ccc4c5ccc(cc5c(=O)oc4c3)O ZINC001229798137
C1C[C@@H]2C=C[C@@H]1C[C@H]2CNC(=O)CC34C[C@H]5C[C@H](C3)CC(C5)(C4)O ZINC000421592955
Cc1cn(nc1NC(=O)c2cccc3c2OCC3(C)C)c4ccccc4 ZINC000684048393
Cn1ccc2c1ccc(c2)c3nc(on3)C4=Cc5ccc(cc5OC4)OC ZINC001205961814
CC1(c2ccc(cc2NC1=O)c3ccc(cc3)C(=O)Nc4ccccc4)C ZINC001240049252
CC1(Oc2ccc(cc2O1)NC(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4)C ZINC000426059990
Cc1ccc2c(c1)cc([nH]2)C(=O)Nc3c(cn(n3)c4ccccc4)C ZINC000592803669
CC1(CC(C1)NC(=O)NC[C@@H]2[C@@H]3[C@H]2c4ccccc4C3)c5ccccc5 ZINC000543069789
COc1ccc2c(c1)c(ccn2)c3nc(no3)c4ccc5ccncc5c4 ZINC001217430737
c1ccc2c(c1)c3ccc(cc3oc2=O)O[C@@H]4CCOc5c4cccc5 ZINC001226514075
Cc1c2ccc3ccccc3c2oc1C(=O)N[C@@H]4[C@@H]5[C@@H]4c6ccccc6C5 ZINC000478551287
