smile id
Cc1cccc2c1ncn(c2=O)CCC(=O)N[C@@H]3[C@@H]4[C@H]3c5ccccc5C4 ZINC000248224002
c1cc2cc(ccc2nc1)c3nc(on3)c4cc5ccc(cc5oc4=O)O ZINC001217439050
c1ccc2c(c1)C[C@@H]3[C@@H]2[C@@H]3CNC(=O)C(=O)Nc4ccc5c(c4)cccn5 ZINC000128863173
Cc1ccc2c(c1C)cc([nH]2)C(=O)Nc3ccn(n3)c4ccccc4 ZINC000604860148
c1ccc(cc1)C#CC[NH+]2C[C@@H]3CC[C@@H]2CN3C(=O)[C@H]4[C@H]5[C@@H]4CCCC5 ZINC000971232279
c1cc(cc2c1ccnc2)c3nc(on3)c4cc5cc(ccc5oc4=O)O ZINC001217159105
c1cc2cnccc2cc1c3nc(on3)/C=C/c4ccc(cc4F)Cl ZINC001247472992
Cn1ccc2ccc(cc2c1=O)NC(=O)NC[C@@H]3[C@H]4[C@H]3c5ccccc5C4 ZINC000284815068
c1cc(ccc1C[C@H]2CC(=O)NC2=O)C(=O)NC[C@@H]3C[C@@H]4CC[C@@H]3C=C4 ZINC000516861007
c1cc(ccc1c2ccc3c(c2)cc[nH]3)C(=O)Nc4c5ccncc5on4 ZINC001195868235
Cc1cc(cc(c1)F)n2cc(nn2)C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001353631642
c1ccc2c(c1)ccc(n2)c3nc(on3)c4cc(=O)c5ccc(cc5o4)F ZINC001217656184
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)c4ccc(cc4)c5[nH]c(=O)on5 ZINC000532019536
Cc1c2ccccc2nc(c1C(=O)Nc3ccc(cc3)n4nccn4)C ZINC000798282385
Cc1c([nH]c2c1cc(cc2)C(=O)NC[C@@H](c3ccc4ccccc4c3)O)C ZINC000731828166
c1ccnc(c1)c2[nH]nc(n2)NC(=O)c3cc(=O)c4ccc(cc4o3)F ZINC000795471854
c1ccc2c(c1)c3ccc(cc3o2)C(=O)Nc4nc([nH]n4)C(F)(F)F ZINC001339005967
COc1ccc2c(c1)cc(o2)c3nc(no3)c4ccc5ccccc5n4 ZINC001217239207
Cc1ccc(nc1)c2nc(on2)c3ccc(cc3)c4ccc(c(c4)F)C#N ZINC001216564304
c1cc(cc2c1ccnc2)c3nc(on3)c4cc5cc(ccc5cc4O)O ZINC001217418754
Cc1c2ccc3ccccc3c2oc1C(=O)N[C@@H]4Cc5cccc(c5C4)O ZINC000430494624
Cc1ccc2c(c1)c(c[nH]2)CCNC(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001629348184
C[C@@H]1CC(=O)NN=C1c2ccc(cc2)NC(=O)c3cnnc4c3cccc4 ZINC001149475811
c1cc(cc2c1ccnc2)c3nc(on3)c4cc5ccc(cc5o4)F ZINC001217371738
c1cc(=O)oc2c1cc(cc2)c3nc(no3)c4cc(ccn4)C(F)(F)F ZINC001217267218
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)N[C@@H]4CCc5cc(ccc5C4)O ZINC000683572292
c1cc(c2ccc(nc2c1)N)c3nc(no3)c4ccc5ccncc5c4 ZINC001217431856
Cc1c([nH]c2c1cc(cc2)C(=O)Nc3cc([nH]n3)c4ccccc4)C ZINC000028243993
c1cc2c3c(ccc(c3c1)NC(=O)c4ccc5c(c4)ccc(=O)[nH]5)CC2 ZINC001153837083
Cc1cnn(c1)c2ccc(cc2)C(=O)Nc3c4ccccc4ccn3 ZINC001157873242
c1conc1C[NH2+][C@H]2C[C@@H]3CC[C@@H]2N(C3)C(=O)[C@@H]4[C@@H]5[C@H]4[C@H]6CC[C@@H]5C6 ZINC001079114386
Cc1ccc2cc(ccc2n1)C[NH+]3C[C@H]4CN(C(=O)[C@H]4C3)c5ccccc5 ZINC001141477139
c1ccc2cc(ccc2c1)[C@@H]3C[C@H]3NC(=O)NC[C@H]4COc5c4cccc5 ZINC000569703146
c1cc(cc(c1)F)Cc2[nH]nc(n2)NC(=O)c3ccc4c(c3)CCOC4 ZINC001627262484
c1cc(ccc1c2ccc(o2)/C=C/3\Cc4cc(ccc4C3=O)F)N(=O)=O ZINC000734306279
CCc1[nH]nc(n1)c2ccc(cc2)C(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000132013887
Cc1cnn(c1)c2ccc(cc2)C(=O)N[C@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001124800155
Cc1c2cc(ccc2n[nH]1)C(=O)Nc3ccc4c(c3)NC(=O)C4(C)C ZINC001155569082
C[C@@H]1CC(=O)NN=C1c2ccc(cc2)NC(=O)c3ccc4c(c3)OCC4 ZINC001153361030
[H]/N=c/1\c(cc2c3ccccc3ccc2o1)C(=O)Nc4ccc(cc4)F ZINC000017068211
c1ccc(cc1)C(=O)Nc2ccc(cc2)c3ccc4c(c3)ccc(=O)[nH]4 ZINC001244235579
c1ccc(cc1)c2cc(cnc2)c3nc(no3)c4ccc5c(c4)cccn5 ZINC000546346606
Cc1c2cc(cnc2n(n1)C)C(=O)Nc3ccc-4c(c3)Cc5c4cccc5 ZINC000023746230
c1ccc2c(c1)CC[C@H]2Oc3ccc4c(c3)oc5cc(ccc5c4=O)O ZINC001229515575
CC(C)c1ccc(cc1)/C=C/CC(=O)NC[C@@H]2[C@H]3[C@@H]2c4ccccc4C3 ZINC001435526524
c1cc(cc2c1ccnc2)c3nc(on3)c4ccc(cn4)C(F)(F)F ZINC001212667915
c1ccc(cc1)c2cc(on2)c3nc(no3)c4ccc5ccncc5c4 ZINC001212788974
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)c4ccn(n4)c5cccc(c5)F ZINC000152520606
CC1(c2ccc(cc2NC1=O)c3ccc(cc3)NC(=O)c4ccccc4)C ZINC001236341602
C[C@]12CC[C@@H](C1(C)C)C[C@H]2NC(=O)c3cn(c(=O)c4c3cccc4)C ZINC000428294653
c1ccc2cc(ccc2c1)c3ccc(nn3)c4ccnc(c4Cl)Cl ZINC001243414271
c1ccc(cc1)c2cc(no2)C(=O)Nc3cc([nH]n3)[C@@H]4C[C@H]5CC[C@H]4C5 ZINC000461496322
COc1ccc(c(c1)F)c2nc(on2)c3ccc4ccncc4c3 ZINC001217513230
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)Nc4ccc5c(c4)CCNC5=O ZINC000667391264
c1ccc2c(c1)cnn2[C@H]3CCN(C3)c4c5c(c6ccccc6o5)ncn4 ZINC000511328518
Cc1cn(nc1NC(=O)c2c(c(=O)[nH]c3c2cccc3)C)c4ccccc4 ZINC001625687017
Cc1c([nH]c2c1cc(cc2)c3nc(on3)[C@@]4(CCc5ccccc5C4)O)C ZINC000809340837
c1cc(=O)oc2c1cc(cc2)C(=O)Nc3ccc4c(c3)c([nH]n4)Cl ZINC001150999325
Cc1c(c(n(n1)C)C)c2cc([nH]n2)C(=O)N[C@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC000615383238
Cc1ccc2cc(ccc2n1)c3nc(no3)c4cccc(n4)C(F)(F)F ZINC000545033332
Cc1c([nH]c2c1cc(cc2)C(=O)Nc3ccc(cc3)N4C[C@H]5CC[C@H]4C5)C ZINC000755416516
Cc1ccc2cccc(c2n1)c3nc(on3)c4cc(on4)c5cccnc5 ZINC001213806470
c1ccc(cc1)C(=O)O[C@H]2CCC(=CC2)c3ccc4c(c3)NC(=O)C45CC5 ZINC001244808544
Cc1cc(cc(c1)C(F)(F)F)c2nc(on2)c3ccc4c(c3)[nH]nc4N ZINC001217472212
C[C@@H]1C[C@@H](CCC1=O)C(=O)Nc2ccc(cc2)c3nc4ccccc4o3 ZINC000536489647
c1ccc2c(c1)c3ccc(cc3o2)C(=O)Nc4ccc5c(c4)CCC(=O)N5 ZINC001257405427
C[C@@H]1CC(=O)Nc2ccc(cc2N1)C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001540761041
c1ccc(cc1)c2cc(no2)CNC(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000151585743
c1ccc(cc1)c2cc(no2)CNC(=O)NC[C@@H]3[C@@H]4[C@H]3c5ccccc5C4 ZINC000247437779
Cc1c2ccc3ccccc3c2oc1C(=O)Nc4ccc5c(c4)ncn5C ZINC000440516544
Cc1ccc(cc1C)c2cc([nH]n2)C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001629865510
c1ccc2c(c1)cc(c(n2)Cl)c3nc(no3)c4ccc5ccncc5c4 ZINC001217350782
c1ccc(cc1)c2cc(no2)CNC(=O)NC[C@@H]3[C@H]4[C@H]3c5ccccc5C4 ZINC000247437771
c1ccc2c(c1)c3ccc(cc3oc2=O)O[C@H]4CCCc5c4nccc5 ZINC001226512266
c1cc(ccc1[C@@H]2CC(=O)c3ccc(cc3O2)O[C@@H]4C[C@H]5C[C@H]4C[NH2+]5)O ZINC001218377348
Cc1c(oc(n1)c2ccc(cc2)NC(=O)[C@@H]3[C@H]4[C@H]3c5ccccc5C4)C ZINC000624479945
c1ccc2c(c1)C[C@@H]3[C@@H]2[C@@H]3NC(=O)C(=O)Nc4ccc5c(c4)C=CCCC5 ZINC000657736088
c1cc2cnccc2cc1c3nc(on3)c4cc5cc(ccc5nc4)Cl ZINC001217438211
c1ccc(cc1)c2ccc(c(c2)F)c3ccc(cn3)C(=O)N4CCCC4 ZINC001241078515
C[C@H]1Cc2ccccc2CN1C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001477441208
Cc1cccc(n1)c2nc(on2)c3cc(=O)c4ccc(cc4o3)F ZINC000809339177
Cc1c2ccc3ccccc3c2oc1C(=O)N[C@@H]4CC(=O)c5c4cccc5 ZINC000499034611
c1cc2c(nc1)[C@@H](CCC2)Oc3ccc4c5ccc(cc5c(=O)oc4c3)O ZINC001229791518
COc1ccc2cc(cnc2c1)c3nc(no3)c4ccc5cnccc5c4 ZINC001217549167
c1cc2cnccc2cc1c3nc(on3)c4c[nH]c5c4ccc(c5)Cl ZINC001217158058
Cc1cc(ccc1F)C(=O)Nc2nc([nH]n2)c3cccc4c3cccc4 ZINC000508356183
c1ccc2cc(ccc2c1)c3nnc(o3)c4cc(on4)c5cccnc5 ZINC001117225197
C1C[C@@H]2[C@@H](C1)C2C(=O)N3CC[C@H](C3)CNC(=O)[C@@H]4[C@@H]5[C@H]4[C@H]6CC[C@@H]5C6 ZINC000982597811
Cc1c(c2ccccc2[nH]c1=O)C(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000934910282
Cc1ccc2c(c1)c(=O)c(c[nH]2)C(=O)Nc3ccn(n3)c4ccccc4 ZINC001648934209
Cn1ccc2c1ccc(c2)c3nc(on3)c4cc5c([nH]4)cc(cc5F)F ZINC001217156988
Cc1cc(ccc1C#N)c2nc(on2)c3cc(=O)c4ccc(cc4o3)F ZINC001217656031
Cc1ccc(c(c1)C(F)(F)F)c2nc(on2)c3ccc4ccncc4c3 ZINC001217513239
c1cc2cc(ccc2nc1)c3nc(on3)c4cc5cc(ccc5cc4O)O ZINC001217418345
Cc1cn(nc1NC(=O)c2ccc3c(c2)CCCC3=O)c4ccccc4 ZINC000645331964
Cc1ccc2cc(ccc2n1)c3nc(no3)Cc4c([nH]c5c4cccc5)C ZINC000546366180
CC(C)(C[NH3+])c1ccc(cc1)NC(=O)c2ccc3c(c2)c4ccccc4o3 ZINC001218898017
Cc1cccc(c1)n2cc(nn2)C(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000153107043
c1ccn2cc([nH+]c2c1)c3ccc(cc3)NC(=O)c4ccc5c(c4)CCO5 ZINC000032001699
Cc1ccc(c(c1F)F)c2nc(on2)c3cc(=O)c4ccc(cc4o3)F ZINC001217655995
Cc1cccc(n1)c2nc(on2)c3cc4c([nH]3)cc(o4)c5ccccc5 ZINC001217520582
C1C[C@@H]2[C@H](C1)[C@H]2C(=O)N[C@H]3C[C@H]4CC[C@@H]3N4C(=O)[C@@H]5[C@@H]6[C@H]5[C@H]7CC[C@@H]6C7 ZINC000996016509
Cc1c(c2ccc(cc2o1)O)c3nc(no3)c4ccc5ccccc5c4 ZINC001217182963
c1cc(cnc1)Oc2ccc(o2)c3nc(no3)c4ccc5ccncc5c4 ZINC001213107676
COc1ccc2c(cnn2c1)c3nc(no3)c4ccc5ccncc5c4 ZINC001217676578
CC(C)(C)c1ncc2c(n1)CCN(C2)C(=O)NC[C@@H]3C[C@@H]4CC[C@@H]3C=C4 ZINC000528022745
Cc1ccc2cc(ccc2n1)c3nc(no3)Cc4c[nH]c5c4ccc(c5)F ZINC000547099392
c1cc(cc2c1ccnc2)c3nc(no3)c4ccc(cc4F)C(F)(F)F ZINC001217512306
COc1ccnc(c1)c2nc(on2)c3cc(=O)c4ccc(cc4o3)Cl ZINC001217480342
c1cc(cnc1)c2cc(n[nH]2)NC(=O)c3ccc4c(c3)c5c([nH]4)CCCC5 ZINC000058175597
Cc1cccc(n1)c2nc(on2)c3ccc4c5ccccc5oc4c3 ZINC001217542339
COc1ccc2c(c1)cc(o2)c3nc(no3)c4ccc5c(c4)cccn5 ZINC001217240721
Cc1c(nc([nH]c1=O)c2ccc(nc2)NC[C@@H]3C[C@@H]4CC[C@@H]3C=C4)C ZINC000561454494
Cc1ccc(nc1)c2nc(on2)c3ccc4c5ccccc5oc4c3 ZINC001217542617
C[C@@]12CC[C@H](C1(C)C)C[C@@H]2NC(=O)NC[C@H]3CCc4ccccc4C3 ZINC001467959752
Cc1cc(=O)[nH]c2c1ccc(c2)C(=O)N[C@H](C)c3ccc4c(c3)CCC4 ZINC001458476169
c1cc2c3c(ccc(c3c1)NC(=O)c4ccc5c(c4)sc(n5)N)CC2 ZINC001150504924
Cc1c([nH]c2c1cc(cc2)c3nc(on3)[C@@H]4Cc5ccccc5C(=O)O4)C ZINC000761779756
Cc1ccn(n1)C2CCN(CC2)C(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000434274981
c1cc(ccc1/C=C/2\CCn3c2nc4cc(ccc4c3=O)C(F)(F)F)O ZINC000007699911
c1cc(c(c(c1)Cl)F)/C=C/c2nc(no2)c3ccc4cnccc4c3 ZINC001248022403
c1cc2cc(ccc2nc1)c3nc(on3)c4cc5ccc(cc5o4)O ZINC001217444255
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)NCc4nnc5n4CCCCC5 ZINC000178659300
c1ccc2c(c1)c(ccn2)c3nc(on3)c4ccc(cc4)C5CCOCC5 ZINC001217109567
c1ccc2c(c1)cccc2c3[nH]nc(n3)NC(=O)[C@H]4C[C@H]5CC[C@H]4[NH2+]C5 ZINC000563094296
c1cc(ccc1c2cn3c([nH+]2)CCCC3)NC(=O)[C@H]4C[C@H]5CC[C@H]4[NH2+]C5 ZINC000423359641
Cc1ccc2c(c1)c(=O)c(c[nH]2)c3nc(no3)c4ccc5ccncc5c4 ZINC001217414993
c1cc(ccc1C2CCOCC2)NC(=O)c3ccc4c(c3)ccc(=O)[nH]4 ZINC001153836843
c1ccc2c(c1)C[C@@H]3[C@@H]2[C@@H]3CNC(=O)NC45C[C@H]6C[C@H](C4)CC(C6)(C5)O ZINC000289078166
Cc1ccc2c(c1)c(c([nH]2)C(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4)Cl ZINC001340663793
c1cc(cc2c1cc(o2)c3nc(no3)c4ccc5c(c4)C(=O)CCC5)O ZINC001217444580
COc1ccc2c(c1)cc(cn2)c3nc(no3)c4ccc5cnccc5c4 ZINC001217525689
Cc1nccc(n1)N2C[C@@H]3[C@H](C2)[C@H]3CNC(=O)[C@@H]4[C@@H]5[C@H]4[C@H]6CC[C@@H]5C6 ZINC001068177279
C[C@H]1COc2ccccc2CN1C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001682327323
c1cc2cnccc2cc1c3nc(no3)c4cc(ccn4)C(F)(F)F ZINC001217175007
Cc1c(cc2ccc(cc2n1)F)C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001357694701
Cc1cc(=O)[nH]c2c1cc(cc2)NC(=O)CCc3ccc4ccccc4n3 ZINC001640896197
Cc1ccc2c(c1)cc(c(n2)C)c3nc(no3)c4ccc5ccncc5c4 ZINC001217252758
c1ccc2c(c1)c(ccn2)c3nc(on3)c4cc(=O)c5ccc(cc5o4)F ZINC001217655973
c1cc2cnccc2cc1c3nc(on3)c4cc(=O)c5cc(ccc5[nH]4)F ZINC001217443016
Cc1cccc(n1)c2nc(on2)Cc3cc4c5ccccc5ccc4o3 ZINC000680734101
c1cc2cnccc2cc1c3nc(no3)c4ccc(cc4F)C(F)(F)F ZINC001217176883
Cc1cccc(c1C)[C@H](C)NC(=O)NC[C@@H]2[C@H]3[C@@H]2c4ccccc4C3 ZINC001678968090
Cc1cn(nc1NC(=O)c2cccc3c2[nH]c(c3C)C)c4ccccc4 ZINC000592803667
Cc1ccc2c(c1)c(=O)c(c[nH]2)C(=O)NN3CCc4ccccc4C3=O ZINC000804541619
c1ccc2c(c1)c3ccc(cc3o2)C(=O)Nc4ccc5c(c4)[nH]c(=O)[nH]5 ZINC001323462218
c1cc2cnccc2cc1c3nc(on3)c4ccc(cc4F)C(F)(F)F ZINC001215426805
C[C@H]1CN(Cc2c1cccc2)C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001477438220
Cc1c2ccccc2nc(c1c3nc(no3)c4ccc5c(c4)cccn5)C ZINC001217662863
Cc1cnn(c1)c2ccc(cc2)C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001124800154
c1cc2c(cc1c3nc(on3)c4cc(=O)c5ccc(cc5o4)F)[nH]cn2 ZINC000809408211
c1cc2cnccc2cc1c3nc(on3)c4cc5cc(ccc5o4)O ZINC001217583117
c1cc2cnccc2cc1c3nc(on3)c4ccc(c(c4)F)C(F)(F)F ZINC001215787456
Cc1c([nH]c2c1cc(cc2)C(=O)Nc3ccn(n3)C4CCCCC4)C ZINC001322028896
Cc1cc(nn1c2ccccc2)NC(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001202749170
c1cc(cc(c1)O)c2ccc(cc2)NC(=O)c3ccc4c(c3)ccc(=O)[nH]4 ZINC001153837916
c1ccc(cc1)[C@@H]2CC(=O)c3ccc(cc3O2)O[C@@H]4CCc5c4nccc5 ZINC001231268521
Cc1c2ccccc2nc(c1CC(=O)N3C[C@H]4CC[C@H]3[C@@H]5[C@H]4C[NH2+]C5)C ZINC000639007879
Cc1cc(ccc1F)C(=O)Nc2ccc(cc2)c3cn4ccccc4[nH+]3 ZINC000590884952
c1ccc(cc1)c2cc(on2)CNC(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000532264603
c1cc2cnccc2cc1c3nc(on3)c4cc(cnc4)C(F)(F)F ZINC001212964690
C[C@]1(C(=O)NC(=O)N1)c2ccc(cc2)C[NH2+][C@@H]3CCc4ccccc4C3 ZINC000360163913
COc1ccc2c(c1)cccc2c3nc(on3)c4ccc5ccncc5c4 ZINC001217512039
c1ccc2c(c1)C[C@@H]3[C@H]2[C@@H]3CNC(=O)c4cc(on4)c5ccc(cc5)F ZINC000488693135
c1ccc2c(c1)cccc2[C@@H]3C[C@H]3NC(=O)NCc4ccc(cc4F)F ZINC001683296847
c1ccc(cc1)C#CC[NH+]2C[C@@H]3[C@H](C2)[C@H]3CNC(=O)[C@@H]4CCCC45CC5 ZINC000978362365
Cc1ccc(c2c1cccc2)C(=O)Nc3ccc(cc3)C4=NNC(=O)CC4 ZINC001650845171
c1ccc2cc(ccc2c1)c3nc(on3)c4cc5cc(ccc5o4)O ZINC001217581360
c1ccn2cc([nH+]c2c1)c3ccc(cc3)NC(=O)c4ccc(c(c4)F)F ZINC000039537423
CC(C1=CC[C@H]2[C@@]1(CC[C@H]3[C@@H]2CC[C@@H]4[C@@]3(CCC(C4)N=O)C)C)N=O ZINC000004041115
c1cc2cc(ccc2nc1)c3nc(on3)c4cc(=O)c5cc(ccc5[nH]4)F ZINC001217442210
CCc1ccc2c(c1)CN(CC2)C(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001666524342
Cc1ccc2c(n1)cc(o2)c3nc(no3)c4ccc5c(c4)CCCC5=O ZINC001217691873
c1ccc2c(c1)ccc(n2)CCC(=O)NC[C@@H]3[C@H]4[C@H]3c5ccccc5C4 ZINC000292040396
c1ccc2c(c1)cncc2c3nc(on3)c4cc(=O)c5cc(ccc5[nH]4)F ZINC001217443063
c1ccc(cc1)[C@@H]2C[C@H]2c3nnc(o3)c4ccc5nc(nn5c4)C6CCC6 ZINC001254554230
c1ccc(cc1)C#CC[NH+]2CCCN(CC2)C(=O)[C@@H]3[C@@H]4[C@H]3[C@H]5CC[C@@H]4C5 ZINC000989768032
Cc1c([nH]c2c1cc(cc2)C(=O)NCc3cc4ccccc4n(c3=O)C)C ZINC000561370125
c1cc(ccc1c2cn3c([nH+]2)CCCC3)NC(=O)[C@@H]4C[C@H]5CC[C@H]4[NH2+]C5 ZINC000423359642
Cc1c(cccc1NC(=O)C)C(=O)Nc2ccc3c4ccccc4oc3c2 ZINC000190523814
c1cc(c(c(c1)F)F)c2cc(n[nH]2)NC(=O)c3ccc4c(c3)cccn4 ZINC000473654239
C[C@H](Cc1cncc2c1cccc2)C(=O)N[C@@H]3[C@H]4[C@H]3c5ccccc5CC4 ZINC000501790521
c1cc2cnccc2cc1c3nc(on3)c4cc5c([nH]4)cc(cc5F)F ZINC001217156304
c1ccc2c(c1)ccc(c2O)CCC(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000450157345
c1ccc(cc1)C(=O)n2ccc3c2nc(cc3)N4C[C@@H]5[C@H]6CC[C@@H]([C@@H]5C4)O6 ZINC001167080912
C[C@@H]1Cc2cc(ccc2O1)C(=O)Nc3nc([nH]n3)c4ccccc4Cl ZINC001534930493
CC(C)(c1cccc(c1)F)C(=O)N[C@@H]2C[C@H]2c3ccc4ccccc4c3 ZINC001538440295
C[C@@H]1CC(=O)NN=C1c2ccc(cc2)NC(=O)c3cc4ccccc4nc3 ZINC001149133419
Cc1c2c([nH]c1C(=O)Nc3ccc4c5ccccc5oc4c3)CCCC2=O ZINC000106314354
C[C@H](Cc1ccccc1F)C(=O)N[C@@H]2C[C@H]2c3ccc4ccccc4c3 ZINC001128391530
Cc1c([nH]c2c1cc(cc2)C(=O)NCC(=O)N3CCc4c3cccc4)C ZINC000338438656
c1ccn2c(c1)cc(n2)NC(=O)c3cc4cc(ccc4nc3)C(F)(F)F ZINC001153822494
Cc1cn(nc1NC(=O)c2cc3cc(ccc3nc2)F)c4ccccc4 ZINC000677543687
c1ccc2cc(ccc2c1)c3nc(on3)c4ccc(cn4)C(F)(F)F ZINC001212667770
c1ccc2c(c1)C[C@H]3[C@@H]2[C@@H]3CNC(=O)N[C@@H]4C[C@H]4c5c(cccc5F)F ZINC000437542808
c1ccc(cc1)c2nc(co2)/C=C\C(=O)c3ccc4c(c3)OCC(=O)N4 ZINC000794725959
C[C@@H]([C@@H]1C[C@H]2CC[C@H]1C2)NC(=O)c3ccc(cc3)[C@@]4(C(=O)NC(=O)N4)C ZINC000246309926
Cc1ccc2c(c1)n(cc2CCNC(=O)N[C@@H]3[C@H]4[C@@H]3c5ccccc5C4)C ZINC000444116171
Cc1c([nH]c2c1cc(cc2)C(=O)Nc3ccc4ccccc4c3)C ZINC000006757823
Cc1ccc(c(=O)[nH]1)c2nc(on2)c3c(c4ccc5ccccc5c4o3)C ZINC000771136692
COc1ccc(c(c1)c2nc(on2)c3ccc4ccncc4c3)F ZINC001217513057
Cc1c(c2ccc(cc2o1)O)c3nc(no3)c4ccc5c(c4)cccn5 ZINC001217181014
Cc1cnn(c1)c2ccc(cc2)C(=O)N[C@H](C)c3ccc4c(c3)CCC4 ZINC001127724368
c1cc(cc2c1ccnc2)c3nc(on3)c4cc(cc(c4)O)C(F)(F)F ZINC001216895491
Cc1cc(n2c(n1)nc(n2)NC(=O)N[C@@H]3C[C@H]4CC[C@]3(C4(C)C)C)C ZINC000337766557
c1ccc(cc1)n2ccc(n2)NC(=O)N[C@H]3CCc4cc(ccc4C3)O ZINC000683529001
Cc1ccc(cc1C)c2nnc(o2)c3cc(no3)c4cccc(c4)Cl ZINC001256595420
Cc1cc(cc(c1)[C@H](CNC(=O)N[C@@H]2C[C@H]3CC[C@]2(C3(C)C)C)O)C ZINC001311539616
c1ccc2c(c1)C[C@H]2CNC(=O)N3CCC(=CC3)c4c[nH]c5c4cccn5 ZINC000618563149
c1cc2cnccc2cc1c3nc(on3)c4cc(cc(c4)O)C(F)(F)F ZINC001216896128
c1cc2c(cc1F)[nH]cc2c3nc(no3)c4ccc(c5c4C(=O)CC5)F ZINC001217359809
c1cc2cnccc2cc1c3nc(no3)c4ccc(c(c4)F)C(F)(F)F ZINC001217175983
Cc1c(cc2ccc(cc2n1)F)C(=O)NC[C@@H]3[C@H]4[C@H]3c5ccccc5C4 ZINC000488717261
c1cc(cc(c1)Cl)c2nc(on2)c3cc(=O)c4ccc(cc4o3)F ZINC000795624216
c1cc(cc(c1)C(F)(F)F)c2nc(on2)c3ccc4c(c3)ccc(=O)o4 ZINC001217267755
c1cc2c(cc1c3nc(on3)c4cc(=O)c5ccc(cc5o4)F)CCC2 ZINC000810321035
c1cc2c(cc1O)cc(o2)c3nc(no3)c4ccc(c5c4C(=O)CC5)F ZINC001217580303
Cc1c2ccc(cc2n(n1)C)c3ccc(nn3)N4CCc5ccccc5C4 ZINC001244228849
c1ccc2cc(ccc2c1)c3nnc(o3)/C=C/c4cccc(c4F)F ZINC001256007199
Cc1cccc(c1)n2cc(nn2)C(=O)N[C@H]3C[C@H]4CC[C@]3(C4(C)C)C ZINC001353631767
c1ccc2c(c1)c3ccc(cc3o2)NC(=O)c4ccc5c(c4)C(=O)NC5=O ZINC000729521040
c1cc(cc2c1ccnc2)c3nc(on3)c4cc5c(cn[nH]5)nc4 ZINC001217579733
Cc1c2ccccc2nc(c1c3nc(no3)c4ccc5cnccc5c4)C ZINC001217662497
c1cc2cnccc2cc1c3nc(on3)c4cc5c(cn[nH]5)nc4 ZINC001217581912
c1ccc2c(c1)cccc2CNC(=O)N3C[C@H]4CC[C@H]3[C@@H]5[C@H]4C[NH2+]C5 ZINC000891525399
Cc1cc2cccnc2c(c1)c3ccc(cc3)NC(=O)c4ccccc4 ZINC001236337238
Cc1ccc(cc1Cl)c2nc(on2)c3cc(=O)c4ccc(cc4o3)F ZINC001217655940
c1cc(ccc1NC(=O)c2ccc3c(c2)c4c([nH]3)CCCC4)n5cncn5 ZINC000029857188
Cc1ccc(c(c1)C(F)(F)F)c2nc(on2)c3ccc4cnccc4c3 ZINC001217175277
c1ccc2cc(ccc2c1)NC(=O)C(=O)NC[C@@H]3[C@H]4[C@@H]3c5ccccc5C4 ZINC000128752904
c1ccc-2c(c1)Cc3c2cc(cc3)C(=O)Nc4ccc5c(c4)ccc(=O)o5 ZINC000918670636
c1ccc2c(c1)c3cc(ccc3o2)C(=O)Nc4ccc5c(c4)ncc(=O)[nH]5 ZINC001153945956
c1cc(ccc1C[C@H]2CC(=O)NC2=O)C(=O)NC[C@H]3C[C@@H]4CC[C@@H]3C=C4 ZINC000516861009
c1ccc2cc(ccc2c1)[C@H]3C[C@@H]3C(=O)NC[C@@H]4[C@H]5[C@@H]4c6ccccc6C5 ZINC000488691095
Cc1cc2cccnc2c(c1)c3ccc(c(c3)C(=O)N4CCCCC4)F ZINC001243295950
