smile id
Cc1nc2ccc(cc2o1)NC(=O)C(=O)N3CC[C@@H]4COC(=O)N[C@H]4C3 ZINC000834466110
Cc1cc(ccc1CC(=O)N2Cc3ccc(cc3C2)c4n[n-]nn4)O ZINC001581040398
Cc1cc(cc(c1)O)NC(=O)c2c(cc(c(=O)[nH]2)c3n[n-]nn3)C ZINC001581040408
CC[C@]1(CCN(C1)C(=O)N[C@H]2CCc3c2ccc(c3)c4n[n-]nn4)C ZINC001590489396
c1ccc(cc1)C(=O)O[C@@H]2CCC(=CC2)c3cc4c(c(c3)F)C(=O)OC4 ZINC001244805377
CC[C@]1(CCN(C1)C(=O)N[C@@H]2CCc3c2ccc(c3)c4n[n-]nn4)C ZINC001590489394
Cc1ccc2c(c1)[nH]cc2CC(=O)Nc3ccc(cc3)c4nc([nH]n4)C ZINC000726147874
Cc1ccc2c(c1)[nH]cc2CC(=O)Nc3ccc4c(c3)CCN4C(=O)C ZINC000726157016
Cc1ccc2c(c1)[nH]cc2CC(=O)N3CCO[C@H](C3)c4ccccc4 ZINC000726158861
Cc1cc(ccc1C(=O)N)NC(=O)c2ccc3c(c2)-c4ccccc4C3 ZINC000728836519
c1ccc-2c(c1)Cc3c2cc(cc3)C(=O)N4CCC(CC4)n5ccnc5 ZINC000726160563
c1ccc(cc1)C(=O)O[C@H]2CCC(=CC2)c3ccc4c(c3)C5(CC5)C(=O)N4 ZINC001244805572
c1ccc-2c(c1)Cc3c2cc(cc3)C(=O)Nc4ccc(c(c4)F)C(=O)N ZINC000726764091
Cc1cccc2c1CCN(C2)C(=O)Nc3cc(cc(c3)C(=O)N)C ZINC000836733874
C[C@@]1(CCN(C1)C(=O)C(=O)Nc2ccc(cc2F)c3ccccc3)C#N ZINC000850701364
c1ccc(cc1)C(=O)O[C@@H]2CCC(=CC2)c3ccc4c(c3)C5(CC5)C(=O)N4 ZINC001244805578
c1ccc(cc1)C(=O)O[C@@H]2CCC(=CC2)c3cc4c(cc3F)CC(=O)N4 ZINC001244807538
Cc1ccc2c(c1)[C@@H](CC2)NC(=O)N3CCC(CC3)[C@@H]4C(C(=O)N4)(C)C ZINC000636744025
c1ccc(cc1)[C@@H]2CCCN(CC2)C(=O)c3ccc4c(c3)oc(=O)[nH]4 ZINC000727407621
C[C@@H]1c2ccccc2CCN1C(=O)c3ccc(cc3F)c4n[n-]nn4 ZINC001590336914
c1ccc(cc1)C(=O)O[C@H]2CCC(=CC2)c3ccc4c(c3)NC(=O)C45CC5 ZINC001244808544
c1ccc-2c(c1)Cc3c2cc(cc3)C(=O)N4CCC[C@@H](C4)n5ccnc5 ZINC000728541783
C[C@H]1[C@@H](c2ccccc2O1)NC(=O)Nc3cccc(c3)c4n[n-]nn4 ZINC001590336783
c1ccc2cc(ccc2c1)[C@H](c3nc(no3)c4ccc5c(c4)CCC5=O)[NH3+] ZINC001249324364
c1ccc(cc1)CNC(=O)c2ccc(cc2)NC(=O)N3CC[C@H]4C[C@H]4C3 ZINC000665847370
c1ccc2c(c1)ccn(c2=O)CC(=O)N3CCc4cc([nH]c4C3)C(=O)N ZINC001275877323
c1ccc(cc1)C[C@@H]2CCCN2C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667406361
C[C@@H]1C[C@H](CN1C(=O)Nc2ccc3c(c2)CCNC3=O)c4ccccc4 ZINC000667395963
c1cc(cc(c1)n2ccnn2)C(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826473634
c1cc(cc(c1)n2cncn2)C(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826473511
c1cc(ccc1C(=O)N2CCc3c2cc(cc3)c4n[n-]nn4)n5cncn5 ZINC000826472852
c1cc2c(cc1c3n[n-]nn3)N(CC2)C(=O)c4ccc(nc4)n5ccnc5 ZINC000826472653
c1cc2c(cc1c3n[n-]nn3)N(CC2)C(=O)c4ccc(nn4)n5ccnc5 ZINC000826472218
c1cc(cc(c1)NC(=O)N[C@@H]2CCc3c(cn[nH]3)C2)c4n[n-]nn4 ZINC001593243716
C[C@H]1C[C@@H](CN1C(=O)Nc2ccc3c(c2)CCNC3=O)c4ccccc4 ZINC000667395965
Cc1cccc2c1CC[C@H]2NC(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667398029
c1ccc2c(c1)c(=O)cc([nH]2)C(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826470322
c1cc2c(cc1c3n[n-]nn3)N(CC2)C(=O)c4cc(ccn4)n5ccnc5 ZINC000826470148
c1ccc(cc1)n2cnc3c2CCN(C3)C(=O)c4cc(c[nH]4)c5n[n-]nn5 ZINC000826470055
c1ccc2c(c1)nc(n2CCC(=O)N3CC[C@@]4(C3)CC(=O)NC4)C5CC5 ZINC000583537081
Cc1cc(cc(c1)NC(=O)N[C@H]2CCc3ccccc3NC2=O)C(=O)N ZINC001218244529
Cc1cccc2c1CC[C@@H]2NC(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667398030
c1ccc2c(c1)c(=O)c(c[nH]2)C(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826469491
c1cc(c(c(c1)c2n[n-]nn2)F)COC(=O)c3cc4c([nH]c3=O)CCC4 ZINC000826466277
c1cc(cc(c1)NC(=O)N2CCc3c(cn[nH]3)C2)c4n[n-]nn4 ZINC001593242419
c1ccc2c(c1)CC[C@@H](N2)CNc3ccc(cc3F)c4n[n-]nn4 ZINC000822748357
Cc1ccccc1[C@H]2CCN(C2)C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667400662
Cc1ccccc1[C@@H]2CCN(C2)C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667400663
Cc1ccc2c(c1)CC[C@H]2NC(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667401637
c1cc(cc(c1)[C@H]2CN(CCO2)C(=O)Nc3ccncc3)c4n[n-]nn4 ZINC000826459091
Cc1ccc2c(c1)CC[C@@H]2NC(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667401638
c1ccnc(c1)N2CC[C@H](C2)NC(=O)Nc3cccc(c3)c4n[n-]nn4 ZINC000826456747
c1cc(cc(c1)NC(=O)N2CCCc3c(cn[nH]3)C2)c4n[n-]nn4 ZINC001593242162
CC(C)N1C[C@@H](CC1=O)[NH2+][C@H]2CCCCc3c2ccc(c3)c4n[n-]nn4 ZINC001603331174
c1ccc(cc1)C2CCN(CC2)C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667405885
CC1([C@H](NC1=O)C2CCN(CC2)C(=O)c3cccc4c3ccc(c4)O)C ZINC000633214617
c1cc(nc(c1)n2cccn2)C(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826474066
C[C@@H]1C[C@@H](CN1C(=O)Nc2ccc3c(c2)CCNC3=O)c4ccccc4 ZINC000667395962
Cc1cc(cc(c1)NC(=O)N[C@@H]2CCc3ccccc3NC2=O)C(=O)N ZINC001218244530
Cc1cc(c2c(=O)[nH]n(c2n1)C)C(=O)NN3CCc4ccccc4C3 ZINC000855711012
c1cc(ccc1CNc2ccc3c(c2)C(=O)CCC3)c4n[n-]nn4 ZINC000823530750
CC(=O)c1ccc2c(c1)CN(C2)C(=O)c3cc(ccc3F)c4n[n-]nn4 ZINC001602977096
c1c2c(nc(c1c3n[n-]nn3)N4CCC5(CC4)CC(=O)NC5)CCCC2 ZINC000826479939
c1cc(cc(c1)[C@H]2CN(CCO2)C(=O)C3CCC(=O)CC3)c4n[n-]nn4 ZINC000826479642
C[C@@H]1CN([C@H]1c2ccccc2)C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667389164
C[C@H](c1cccc(c1)F)C(=O)N[C@@H]2Cc3ccc(cc3C2)c4n[n-]nn4 ZINC001603009672
Cc1cc(c2c(c1)CN(CC2)C(=O)Nc3ccc4c(c3)CCNC4=O)C ZINC000667389199
Cc1ccc2c(c1)cc([nH]2)C(=O)N3CCC4(CC3)C=Cc5c4cccc5 ZINC001149484018
c1ccc2c(c1)[C@H](CC2=O)NS(=O)(=O)c3ccc(cc3)c4n[n-]nn4 ZINC000826478875
C/C=C(/C)\C(=O)N1CC[C@H](C1)NC(=O)c2cc3ccccc3c(=O)[nH]2 ZINC000941002015
Cc1cccc(c1)[C@H]2CCN(C2)C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667389374
Cc1cccc(c1)[C@@H]2CCN(C2)C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667389375
c1cc(cc(c1)F)[C@H]2CCN2C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667391159
c1ccc-2c(c1)CCn3c2c(n(c3=O)Cc4cccc(c4)c5n[n-]nn5)[O-] ZINC000826478236
c1ccc(c(c1)C(=O)N2CCc3c2cc(cc3)c4n[n-]nn4)n5cnnn5 ZINC000826474105
c1ccc-2c(c1)CCn3c2c(n(c3=O)Cc4cccc(c4)c5n[n-]nn5)[O-] ZINC000826478235
CC1(CN(Cc2c1cccc2)C(=O)Nc3ccc4c(c3)CCNC4=O)C ZINC000667391305
c1cc2c(cc1NC(=O)N3CCC[C@@H](C3)c4[nH]c(=O)[nH]n4)CCCC2=O ZINC001218663567
c1cc2c(cc1NC(=O)N3CCC[C@H](C3)c4[nH]c(=O)[nH]n4)CCCC2=O ZINC001218663564
c1ccc(cc1)n2cnc(n2)C(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826475360
c1ccc2c(c1)c(n[nH]c2=O)C(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826475243
c1ccc2c(c1)c(=O)c(n[nH]2)C(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826475228
c1ccc(cc1)n2ncc(n2)C(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826475094
c1ccc(cc1)C[C@@H]2CCN(C2)C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667395055
c1ccc(cc1)n2cc(nn2)C(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826474965
c1cc(cc(c1)[C@H]2CN(CCO2)C(=O)c3cccc(n3)F)c4n[n-]nn4 ZINC000826474668
c1ccc(cc1)C[C@H]2CCN(C2)C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667395056
c1ccc(c(c1)C(=O)N2CCc3c2cc(cc3)c4n[n-]nn4)n5ccnn5 ZINC000826474365
c1ccc(cc1)C[C@H]2CCCN2C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667406360
CS(=O)(=O)c1ccc(cc1)c2nc(on2)c3cccc4c3NC(=O)C4 ZINC001217515390
c1ccc(cc1)C2CC(C2)NC(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667387955
c1ccnc(c1)N2CC[C@H](C2)NC(=O)Nc3ccc(cc3)c4n[n-]nn4 ZINC000826452651
c1ccc2cc(ccc2c1)c3nnc(o3)[C@@H]4C[C@]45c6ccccc6NC5=O ZINC001256007442
c1ccc2cc(ccc2c1)c3nnc(o3)C[C@H]4c5cc(ccc5NC4=O)F ZINC001256007552
c1cc2c(cc1NC(=O)C(=O)N3CCC(CC3)(F)F)CCNC2=O ZINC000850443586
Cc1ccc2c(c1)CCN2C(=O)C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000850439298
C[C@]1(C[C@H]2CC[C@H]1O2)C(=O)N[C@@H]3CCCc4c3ccc(c4)c5n[n-]nn5 ZINC001603745462
C[C@]1(C[C@H]2CC[C@H]1O2)C(=O)N[C@H]3CCCc4c3ccc(c4)c5n[n-]nn5 ZINC001603745463
c1cc(c2c(c1)[nH]cc2C(=O)N[C@H]3CC34CC(C4)O)c5n[n-]nn5 ZINC001592966968
CC(=O)c1ccc2c(c1)CN(C2)C(=O)Nc3ccc(cc3)c4n[n-]nn4 ZINC001588918812
CC1(CC(=O)c2cc(ccc2O1)NC(=O)c3cc(c[nH]3)c4n[n-]nn4)C ZINC001603757825
Cc1ccn2cc([nH+]c2c1)C(=O)N3Cc4ccc(cc4C3)c5n[n-]nn5 ZINC001581275346
Cc1ccnc(n1)c2ccc(cc2)NC(=O)N[C@@H]3[C@@H]4[C@H]3c5ccccc5C4 ZINC000248234769
Cc1cccc2c1[nH]cc2C(=O)N3CCC4(CC3)C=Cc5c4cccc5 ZINC001151950979
c1cc2c(cc1c3n[n-]nn3)C[C@@H](C2)NC(=O)N4C[C@H]5C[C@H]5C4 ZINC001593004204
CC1(CN(CCCO1)C(=O)N[C@@H]2CCc3c2ccc(c3)c4n[n-]nn4)C ZINC001603780312
c1ccc(cc1)COc2cc(cnc2)c3ncc4c(n3)NC(=O)C4 ZINC001236570997
c1cc2cc(ccc2c(c1)C(=O)Nc3ccc(cc3)c4cccnc4)O ZINC001152044324
CC1(CN(CCO1)C(=O)N[C@@H]2CCCc3c2ccc(c3)c4n[n-]nn4)C ZINC001603780710
CC1(C[NH2+][C@H]1C2CCN(CC2)C(=O)Nc3cccc(c3)c4n[n-]nn4)C ZINC001603789722
CC1(COc2cc(ccc2NC1=O)Nc3cccc(n3)c4n[n-]nn4)C ZINC001603791944
Cc1cccc2c1CC[C@H]2NC(=O)C(=O)N3CCC(CC3)[C@H]4CCC[NH2+]4 ZINC000582895332
c1ccc(cc1)CNC(=O)N2CCc3ccc(cc3C2)c4ccccc4 ZINC001681436292
CC1([C@H]2[C@@H]([C@@H]1O)CCCN2c3ccc4cc(ccc4n3)c5n[n-]nn5)C ZINC001603794891
c1ccc2cc(ccc2c1)CCC(=O)N3CC[C@@H]4COC(=O)N[C@H]4C3 ZINC000282190807
Cc1ccc2c(c1)CCN(C2)C(=O)Nc3cccc(c3)c4cn(nn4)C ZINC000668065901
Cn1c2ccc(cc2cc1O)NC(=O)c3ccc4c5ccccc5oc4c3 ZINC001257490442
Cc1ccc2c(c1)CN(CC2)C(=O)Nc3cccc(c3)c4cn(nn4)C ZINC000668070818
CC(=O)Nc1ccc(cc1)C[NH2+][C@@H]2CCc3c2cc(cc3)c4n[n-]nn4 ZINC001588875833
C[C@@H](c1cccc(c1)c2n[n-]nn2)Nc3ccc4c(c3)CN(C4)C(=O)C ZINC001588828100
C[C@H](c1cccc(c1)c2n[n-]nn2)Nc3ccc4c(c3)CN(C4)C(=O)C ZINC001588828099
c1ccc2cc(ccc2c1)c3nnc(o3)CCN4Cc5ccccc5C4=O ZINC001256002299
Cc1cccc(c1)C2=CCN(CC2)C(=O)Nc3cc4c(nc3)CC[NH2+]C4 ZINC000667802423
Cc1ccccc1CC(=O)N2CC(=O)Nc3c2cc(cc3)c4n[n-]nn4 ZINC001581256931
CS(=O)(=O)c1cccc(c1)c2nc(on2)c3cccc4c3NC(=O)C4 ZINC001217515383
CC(C)c1ccc(c(=O)[nH]1)C(=O)N2Cc3cccc(c3C2)c4n[n-]nn4 ZINC001603394824
CC(C)c1ccc(c(=O)[nH]1)C(=O)N2CCc3c2ccc(c3)c4n[n-]nn4 ZINC001603395246
c1cc(ccc1c2n[n-]nn2)NC(=O)N[C@@H]3CCc4c(cn[nH]4)C3 ZINC001593216557
CC(C)c1c(cn(n1)C)NC(=O)N2Cc3ccc(cc3C2)c4n[n-]nn4 ZINC001603415980
c1ccc(cc1)[C@H]2CCCN2C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667406773
c1ccc2c(c1)CN(C2=O)NC(=O)c3c(cc(cc3F)c4n[n-]nn4)F ZINC000826444320
c1ccc(cc1)[C@@H]2CCCN2C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667406774
c1cc(cc(c1)c2n[n-]nn2)CNC(=O)NC[C@H]3CCCn4c3[nH+]cc4 ZINC000826442787
c1cc(cc(c1)c2n[n-]nn2)CNC(=O)NC[C@@H]3CCCn4c3[nH+]cc4 ZINC000826442786
c1cc2c(nc1)CCN(C2)C(=O)Nc3ccc(cc3)c4n[n-]nn4 ZINC001593216274
Cc1cccc(n1)CNC(=O)N2Cc3ccc(cc3C2)c4n[n-]nn4 ZINC001581242131
c1ccc2c(c1)CC3(N2)CC[NH+](CC3)Cc4cccc(c4)C(=O)N ZINC001237346968
c1ccc(cc1)C2=CCN(C2)C(=O)c3cccc4c3ccc(c4)O ZINC001295537254
c1ccc2c(c1)C=CC23CCN(CC3)C(=O)c4cc5cccc(c5[nH]4)F ZINC001150754838
c1ccc2cc(ccc2c1)c3nnc(o3)c4cnn5c4OCC6(C5)CCC6 ZINC001255996963
c1cc2c(cc1c3n[n-]nn3)C[C@@H](C2)NC(=O)N4CC[C@H](C4)[NH3+] ZINC001592747904
c1cc2c(cc1c3n[n-]nn3)C[C@@H](C2)NC(=O)N4CC[C@@H](C4)[NH3+] ZINC001592751760
Cc1cccc2c1cc([nH]2)C(=O)N3CCC4(CC3)C=Cc5c4cccc5 ZINC001151073304
Cc1cccc2c1N(CC2)C(=O)CNc3ccc(cn3)c4n[n-]nn4 ZINC001581247957
C[C@]1(CCN(C1)C(=O)C(=O)NCc2ccc3ccccc3c2)C(=O)N ZINC001257225223
C[C@@H](c1ccc2c(c1)CCC(=O)N2)Nc3c(cc(cn3)c4n[n-]nn4)F ZINC001603685912
c1ccc2c(c1)C=CC23CCN(CC3)C(=O)c4cc5c([nH]4)cccc5F ZINC001151100933
c1cc(cc(c1)C(=O)N[C@H]2CN(C2=O)c3ccc(cc3)F)c4n[n-]nn4 ZINC000826433116
CC(C)(C)[C@@H]1CCN1C(=O)N[C@@H]2CCc3c2ccc(c3)c4n[n-]nn4 ZINC001589104742
c1ccc(cc1)[C@@H]2CCCN(CC2)C(=O)c3cc4c(cc3F)n[nH]n4 ZINC000753818964
C/C=C(/C)\C(=O)N1CC[C@H](C1)NC(=O)c2cc3ccccc3c(=O)o2 ZINC000940667383
c1cc2c(cc1c3n[n-]nn3)CN(C2)C(=O)[C@H]4[C@H]5[C@@H]4C[NH2+]CC5 ZINC001592786589
c1ccc2cc(ccc2c1)c3nnc(o3)c4cc5cc(ccc5oc4=O)O ZINC001255990869
c1cc2c(cc1c3n[n-]nn3)N(CC2)C(=O)c4ccc5c(c4)CCC(=O)N5 ZINC000826480447
c1ccc(c(c1)c2ccc3c(c2)NC(=O)CO3)C(=O)N4CCCC4 ZINC001239093365
c1ccc(cc1)c2cc3c(o2)CC[NH+](C3)[C@H]4CCN(C4=O)CCC(=O)[O-] ZINC001602014783
c1ccc2c(c1)CC[C@@H](C(=O)N2)NC(=O)Nc3ccc4c(c3)C(=O)OC4 ZINC001219032394
c1ccc2c(c1)C[C@H](CN2)NC(=O)N3CCc4ccc(cc4C3)C(=O)[O-] ZINC001602419551
c1ccc2c(c1)CCN(C2)NC(=O)[C@@]3(CCNC3=O)C4CCCC4 ZINC000862189915
c1cc2c(cc1c3n[n-]nn3)N(CC(=O)N2)C(=O)/C=C/C4CC4 ZINC001593398043
c1ccnc(c1)N2CC[C@H](C2)NC(=O)N3Cc4ccc(cc4C3)C(=O)[O-] ZINC001602419901
c1cc2c(c(c1)NC(=O)N3CCc4ccc(cc4C3)C(=O)[O-])CNC2=O ZINC001602420108
Cc1ccc2c(c1)CN(CC2)C(=O)Nc3cccc(c3)c4ncn(n4)C ZINC000666638191
Cc1ccc2c(c1)cc(o2)C(=O)Nc3ccc4c(c3)c(=O)n5c(n4)CCC5 ZINC000617014800
C[C@H]1CC/C(=C\C(=O)N2CCc3c2cc(cc3)c4n[n-]nn4)/C1 ZINC000824899988
c1cc2c(cc1c3n[n-]nn3)CC[C@H]2NC(=O)[C@H]4[C@H]5[C@H]4C(=O)CC5 ZINC001593390602
c1ccc-2c(c1)Cc3c2ccc(c3)NC(=O)N4CC[C@H]5CC[NH2+][C@@H]5C4 ZINC000666663927
c1ccc-2c(c1)Cc3c2ccc(c3)NC(=O)N4CC[C@@H]5CC[NH2+][C@@H]5C4 ZINC000666663932
c1cc2c(cco2)cc1NC(=O)C(=O)N3CCC4(CC3)CC(=O)NC4 ZINC000861761799
c1cc(nc2c1cc(cc2)c3n[n-]nn3)N4CCn5c(nnc5C6CC6)C4 ZINC000826518151
c1cc2c(cc1c3n[n-]nn3)CC[C@@H]2NC(=O)[C@H]4[C@H]5[C@H]4C(=O)CC5 ZINC001593390599
c1cc2c(cc1c3n[n-]nn3)[C@@H](CC2)[NH2+][C@@H]4CC(=O)N(C4)C5CC5 ZINC001593385632
c1ccc-2c(c1)Cc3c2cc(cc3)C(=O)Nc4ccc(cc4)C(=O)N ZINC000746031845
c1ccc-2c(c1)Cc3c2ccc(c3)NC(=O)N4CC[C@H]5CC[NH2+][C@H]5C4 ZINC000666663934
c1ccc-2c(c1)Cc3c2cc(cc3)C(=O)Nc4cccc(c4)C(=O)N ZINC000746155036
c1ccc-2c(c1)Cc3c2cc(cc3)C(=O)NCc4cn5ccccc5[nH+]4 ZINC000746171025
Cc1ccc(c(c1)O)C(=O)N[C@@H]2CCN(C2)C(=O)Nc3ccccc3 ZINC000282865318
CC(C)c1ccc2c(c1)CCN(C2)C(=O)c3cnccc3c4n[n-]nn4 ZINC001589770472
c1c2c(nc(c1c3n[n-]nn3)N4CCc5c(c(=O)[nH]cn5)C4)CCCC2 ZINC000826501341
CC(C)c1ccc(c(c1)O)C(=O)N2Cc3cccc(c3C2)c4n[n-]nn4 ZINC001589770302
c1ccc(c(c1)c2n[n-]nn2)S(=O)(=O)N3CCc4cc(ccc4C3)F ZINC000826496409
c1ccc-2c(c1)Cc3c2cc(cc3)C(=O)Nc4ccc5c(c4)C(=O)NC5 ZINC000746805105
CC(C)c1ccc(nc1)C(=O)N[C@@H]2CCc3c2ccc(c3)c4n[n-]nn4 ZINC001589770198
c1ccc(cc1)COc2cc(cc(c2)F)NC(=O)[C@]34CNC[C@@H]3CC[NH2+]4 ZINC001219076696
c1ccc2c(c1)CC[C@H](C(=O)N2)NC(=O)Nc3ccc4c(c3)C(=O)OC4 ZINC001219032395
c1cc(cc(c1)S(=O)(=O)N2CCc3cc(ccc3C2)F)c4n[n-]nn4 ZINC000826495311
Cc1ccc2c(c1)CN(CC2)C(=O)Nc3ccc(cc3)c4ncn(n4)C ZINC000666631307
c1ccc(cc1)CNC(=O)N2CCC(=CC2)c3c[nH]c4c3ccc(c4)F ZINC000042862598
c1ccc(cc1)C2=NO[C@@H](C2)C(=O)N3CCc4cc(ccc4C3)C(=O)[O-] ZINC001602416485
C[C@]1(CCC[NH2+]1)C(=O)N[C@@H]2Cc3ccc(cc3C2)c4n[n-]nn4 ZINC001591758840
Cc1ccc(cc1c2n[n-]nn2)C(=O)NN3CCc4ccccc4C3 ZINC001581170843
Cc1ccc2c(c1)CN(CC2)C(=O)Nc3ccc4c(c3)oc(=O)n4C ZINC000665972032
C[C@H](c1[nH]c2ccccc2n1)NC(=O)Nc3ccc(cc3)c4n[n-]nn4 ZINC001589937485
c1ccc2c(c1)CN(CC(=O)N2)C(=O)Nc3ccc(cc3)OCC(=O)[O-] ZINC001602088804
Cc1ccc2c(c1)CN(CC2)C(=O)Nc3ccc(cc3)CNC(=O)C ZINC000666066588
c1ccc2c(c1)CN(CC(=O)N2)C(=O)Nc3cccc(c3)OCC(=O)[O-] ZINC001602094922
c1cc2c(cc1NC(=O)N3CC[C@@H](C3)C4CCCCC4)C(=O)NCC2 ZINC000666092055
c1cc2c(cc1CNC(=O)Nc3ccc4c(c3)CCNC4=O)[nH]c(=O)o2 ZINC001219428490
Cc1cc(ccc1F)NC(=O)c2ccc3c(c2)-c4ccccc4C3 ZINC001528237184
Cc1ccc2c(c1)CN(CC2)C(=O)Nc3ccc4c(c3)NC(=O)CC4 ZINC000666175313
c1ccc(cc1)C[C@H]2C[C@@H]2NC(=O)Nc3ccc4c(c3)ccc(=O)o4 ZINC000743128030
c1ccc2c(c1)ccn2CC(=O)N3CCC(=CC3)c4c[nH]c5c4cccn5 ZINC000616986753
C[C@H](c1ccc(cc1)c2n[n-]nn2)NC(=O)N3CCc4ccccc4C3 ZINC001589930567
c1ccc2c(c1)CC[C@@H](C(=O)N2)Nc3ccc(nn3)c4n[n-]nn4 ZINC001593411358
c1ccc2c(c1)[C@H](C(=O)N2)CC(=O)N3CCc4cc(ccc4C3)C(=O)[O-] ZINC001602415471
c1ccc(cc1)C[C@H]2C[C@@H]2NC(=O)C(=O)Nc3ccc4ccccc4c3 ZINC000743931225
c1ccc2c(c1)CC[C@@H](C(=O)N2)Nc3cccc(n3)c4n[n-]nn4 ZINC001593411146
c1ccc2cc(ccc2c1)NC(=O)C(=O)N3CC[C@@H]3c4cccc(c4)F ZINC000743989606
c1ccc2c(c1)CC[C@H](C(=O)N2)Nc3cccc(n3)c4n[n-]nn4 ZINC001593411144
c1ccc2c(c1)[C@]3(CCN(C3)C(=O)c4ccc(cc4F)C(=O)[O-])C(=O)N2 ZINC001602317818
c1ccc2c(c1)CC[C@H](C(=O)N2)[NH2+]Cc3ccc(o3)c4n[n-]nn4 ZINC001593410814
c1ccc(cc1)CNC(=O)c2cccc(c2)NC(=O)N3CC[C@@H]4C[C@H]4C3 ZINC000666471787
c1ccc(cc1)CNC(=O)c2cccc(c2)NC(=O)N3CC[C@H]4C[C@@H]4C3 ZINC000666471788
c1ccc(cc1)CNC(=O)c2cccc(c2)NC(=O)N3CC[C@H]4C[C@H]4C3 ZINC000666471790
c1cc2c(c(c1)NC(=O)N3CCc4cc(ccc4C3)C(=O)[O-])CNC2=O ZINC001602414218
c1ccc2c(c1)CC[C@H](C(=O)N2)Nc3cncc(n3)c4n[n-]nn4 ZINC001593410346
c1cc2c(c(c1)O)C[C@@H](C2)NC(=O)N3CCc4cc(ccc4C3)C(=O)[O-] ZINC001602415383
c1ccc2c(c1)[C@@H](C(=O)N2)CC(=O)N3CCc4cc(ccc4C3)C(=O)[O-] ZINC001602415469
c1ccc2c(c1)C=CC23CCN(CC3)C(=O)c4cccc5c4CCCC5 ZINC001148631055
CC(C)c1ccc(nc1)C(=O)N2Cc3ccc(cc3C2)c4n[n-]nn4 ZINC001589769702
c1ccc(cc1)[C@H]2C[C@@H](C2)NC(=O)Nc3cc4c(cc3)C(=O)NCC4 ZINC000667387954
c1ccc(cc1)[C@H]2CCN(C2)C(=O)C(=O)Nc3ccc4ccccc4c3 ZINC000747014779
c1cc2c3c([nH]c2c(c1)C(=O)Nc4ccc5c(c4)CCNC5=O)CCCC3 ZINC000617270826
C[C@@]1(C(=O)Nc2ccccc2O1)C(=O)Nc3ccc4c(c3)CCCC4=O ZINC000633553659
Cc1ccc2c(c1)[C@@H](CC2)NC(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667384225
c1cc(cc(c1)[C@H]2CN(CCO2)C(=O)c3ccc([nH]3)C=O)c4n[n-]nn4 ZINC000826483989
c1ccc2c(c1)CN(C2=O)CC(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826483580
Cc1ccc2c(c1)[C@@H](CC2)NC(=O)N3CCC[C@@H](C3)Cc4ccccc4 ZINC001682415502
C[C@@H]1CN(CCc2c1cccc2)C(=O)Nc3ccc4c(c3)CCNC4=O ZINC000667384514
c1ccc2c(c1)[C@H](C(=O)N2)CC(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826483261
c1ccc2c(c1)[C@@H](C(=O)N2)CC(=O)N3CCc4c3cc(cc4)c5n[n-]nn5 ZINC000826483260
c1ccc2c(c1)c(cc(n2)N3CCC4(CC3)COC(=O)N4)c5n[n-]nn5 ZINC000826482954
c1cc(nc2c1cc(cc2)c3n[n-]nn3)N4CCC5(CC4)COC(=O)N5 ZINC000826482670
c1cc2c(cc1NC(=O)N3CC[C@@H](C3)C4CCCC4)CCNC2=O ZINC000667384949
CC(=O)N1CCc2c1ccc(c2)C(=O)Nc3ccc(cn3)c4ccccc4 ZINC000617274058
